time,day_of_week,city,country,channel,status,game,avg_ccu,preliminary_tag
9/18/2016 0:27,0,Boardman,US,apdrop,Top 100 Legendary Alt-F4 Shaman - Daily Videos - youtube.com/user/apDropLOL - Decklist: twitter.com/apdrop,Hearthstone: Heroes of Warcraft,127,community
6/18/2016 4:46,6,Boardman,US,saynotorage,GRASP OF MALOK with WishYaLuckk,Destiny,127,community
8/21/2016 12:34,0,Boardman,US,mrkravin,SURVIVAL SUNDAY - Long Dark Challenges,The Long Dark,127,community
6/3/2016 12:01,5,Boardman,US,shannanina,What the f... riday?!,Little Inferno,126,community
8/14/2016 9:19,0,Boardman,US,giantchiprel,[EN/FR] Chill Stream- Starting No Man's Sky,Evolve,126,community
6/27/2016 16:13,1,Boardman,US,o_smoked,[R2] 2v2 $2000 PRIME w/ @Smoked,Call of Duty: Black Ops III,126,community
8/25/2016 22:33,4,Boardman,US,sickmotionlol,Teaching Toplane Commentary - New account ranked climb instructive commentary! - Come learn some stuff about things,League of Legends,126,community
9/7/2016 14:10,3,Boardman,US,andre777twitch,| Andrea | Grill | Learning pking / buying lessons for pking,RuneScape,126,community
7/12/2016 21:36,2,Boardman,US,omgbomber,Poké-Walk | lvl 21 | #TeamMystic,Pokémon GO,126,community
6/2/2016 14:22,4,Boardman,US,cook99,75$ GIVEAWAY!! PLAYING W/ VIEWERS N CHILL!,Agar.io,126,community
7/30/2016 17:09,6,San Francisco,US,ryzentv,Ryzen | Top 20 EU | more quest rogue cuz its so good,Hearthstone: Heroes of Warcraft,126,community
8/21/2016 8:30,0,Boardman,US,vainglory,Evil Eight: Seeding Week,Vainglory,125,non_community
8/28/2016 16:54,0,Boardman,US,sweaterr,"Sweaterr is his name, APM is his game. | 1 Year Streaming Challenge (Excluding Twitchcon): Day 2/365 | Beard Life: Day 21",H1Z1: King of the Kill,125,community
8/28/2016 21:31,0,Boardman,US,milo_51,@NRGmilo // ATLANTA BOYS,Overwatch,125,community
8/28/2016 21:31,0,Boardman,US,milo_51,@NRGmilo // ATLANTA BOYS,Overwatch,125,community
9/12/2016 14:08,1,Boardman,US,ninjahund,Live at 16:00 cest! Ranked battles with commentary. !discord,Total War: WARHAMMER,125,community
6/4/2016 9:50,6,Boardman,US,orzanel,ENG/RO - [3300+WN8] - Evening Stream with MrConway,World of Tanks,125,community
9/5/2016 12:56,1,Boardman,US,femalexassassin,PUBSTOMP W/ FXA,Pac-Man,125,community
6/24/2016 10:08,5,Boardman,US,dannygamingnc,New mic is here !! Your ears are safe now,Overwatch,124,community
9/9/2016 20:01,5,Boardman,US,femsteph,Friendship Fridays || Brand new September Sub Tree || Let's play games <3,Gaming Talk Shows,124,community
8/10/2016 4:00,3,Boardman,US,obskyrra,Super Expert No  Skips,Super Mario Maker,124,community
6/9/2016 16:10,4,San Francisco,US,jadejolie,BF4 Viewers [Xbox One],Battlefield 4,124,community
6/28/2016 3:32,2,Boardman,US,soltek1h,"Battle Royale | 946 Solo Wins! 6th in the World, Most points in BR Tourney | Winner of Quarterfinals! // !giveaways",Arma 3,124,community
9/6/2016 5:57,2,Boardman,US,zmcnikolaii,Badlion UHC - FFA,Minecraft,123,community
6/28/2016 21:13,2,San Francisco,US,ariasaki,24HR STREAM :D Louise Belcher!!!,Overwatch,122,community
9/4/2016 18:10,0,Boardman,US,synnpai,Let's Dance,Just Dance 2016,122,community
6/18/2016 17:24,6,Boardman,US,effinslowbeef,Wifestream,Doom,122,community
7/5/2016 21:14,2,San Francisco,US,mitsurugireiji,No More Gnomergan Please! // 36 Day Streak! // The Mitsu Show!,World of Warcraft,122,community
9/15/2016 16:47,4,Boardman,US,ryuquezacotl,Diablo II Any% Hell SOFTCORE Sorceress - Wanna see how fast I can go,Diablo II: Lord of Destruction,121,community
7/19/2016 9:59,2,Boardman,US,standamanchoi,"[한/EN] StanHey Brings all the Grills 2 Hiz House l Rank 1 Mccree, Genji, Tracer [Rank 65]",League of Legends,121,community
7/1/2016 1:13,5,Boardman,US,bonniedoll,friday wineday,Call of Duty: Black Ops III,121,community
8/19/2016 3:22,5,Boardman,US,lolcoolkat,Chillin' and playing h1z1 :D #gitcoin.gg,Counter-Strike: Global Offensive,121,community
7/1/2016 1:12,5,San Francisco,US,bonniedoll,friday wineday,Call of Duty: Black Ops III,121,community
8/6/2016 3:33,6,Boardman,US,quattronas,24H+ Stream Hype! Nauji emotai quaCeps quaLift quaCepsr ! [BTTV] Isbuvom 24 PogChamp,Gaming Talk Shows,121,community
7/2/2016 2:08,6,Boardman,US,selvek,Drinks and Games with friends.,Dead by Daylight,121,community
9/16/2016 23:24,5,Boardman,US,austenmarie,FUF WITH MY FAVORITES,Lethal League,121,community
7/20/2016 22:31,3,San Francisco,US,sativamonk,[Sativ] Rogue PvP - Constant Q&A,World of Warcraft,121,community
7/22/2016 10:04,5,San Francisco,US,callmestev00,"IB,Raids,and Trials",Destiny,120,community
8/27/2016 22:16,6,Boardman,US,celeste56,| Celeste | games (sick so sound even more manly),World of Warcraft,119,community
7/11/2016 18:23,1,San Francisco,US,chippum,Chippy #550 | Give me back my aim,osu!,119,community
9/12/2016 16:42,1,Boardman,US,xaryulol,Xaryu | 844+ iLvl R1 Frost Mage & Spriest gearing !worldquest,World of Warcraft,119,community
9/20/2016 7:04,2,Boardman,US,sheevergaming,Sheever and games,Overwatch,119,community
9/3/2016 12:13,6,Boardman,US,woodenpotatoes,Storybook Thief | Potatoes for Dinner NA,Guild Wars 2,118,community
9/8/2016 14:24,4,Boardman,US,parasitetv,coL Parasite WAGERS,Call of Duty: Black Ops III,118,community
8/18/2016 9:13,4,Boardman,US,sponsorius,As noobas | New BR season hype,Town of Salem,118,community
7/13/2016 15:17,3,Boardman,US,cadyhoffman,I'm back! I missed you guys BibleThump #teammystic,Counter-Strike: Global Offensive,118,community
6/28/2016 8:45,2,Boardman,US,melynmeron,24 hour charity stream | Melyn | Casual playthrough | G5 Unranked to diamond Zyra only (unless banned),Super Mario 64,118,community
8/5/2016 0:33,5,Boardman,US,el_mountain_man,[ENG] Over 9000 Wn8 on the beard scale,World of Tanks,117,community
7/30/2016 13:27,6,Boardman,US,smixxa,Tales for the Borderlands - First playthrough,Tales from the Borderlands,117,community
7/11/2016 8:27,1,Boardman,US,wolfsgorawr,BLOONS! (Social Food break),Bloons TD 5,117,community
8/29/2016 17:21,1,Boardman,US,vash12349,Multiplay Day in the buff,Metal Gear Solid V: The Phantom Pain,117,community
6/15/2016 10:22,3,Boardman,US,dzioris,"Gamblinsim iki 0.00eur, o paskui galvosim Kappa. [LT/EN]",Gaming Talk Show,117,community
6/19/2016 9:56,0,Boardman,US,bigmisty,Facecam @300 Viewer - Gamble on WasteSkins.com :),Counter-Strike: Global Offensive,117,community
7/18/2016 3:11,1,San Francisco,US,rustyrekts,[English] - Vanilla!,Rust,117,community
9/3/2016 16:05,6,Boardman,US,jasminalin,COME KARAOKE TY | !vlog for toronto vlog | 15k followers cosplay stream (???),Music,117,community
6/13/2016 0:42,1,Boardman,US,datowl,PRO OVERWATCH W/ VIEWERS,Overwatch,117,community
6/8/2016 15:09,3,San Francisco,US,very_merri,Pughogg EX! Running with randoms. Come and chat! [Balmung],Final Fantasy XIV: Heavensward,116,community
8/11/2016 2:22,4,Boardman,US,chriptic,Pro Klubz div 1 journey | giveaway soon,FIFA 16,116,community
6/27/2016 17:49,1,Boardman,US,dannyb21892,Any% speedruns for sub 19 / top 10,The Legend of Zelda: Ocarina of Time,116,community
9/11/2016 2:41,0,Boardman,US,thegreatone,★ Huntsman Knife Boreal Forest Giveaway! EVERY SUB WINS A SKIN OR KNIFE! ★ Bayonet Slaughter FN @ 500 Subs!,Counter-Strike: Global Offensive,116,community
9/12/2016 20:13,1,Boardman,US,hashinshin,Purge the weeb. Cleanse the memer! Ban the Xenos!,League of Legends,116,community
6/24/2016 2:56,5,Boardman,US,royaluranus,4v4/inhouses or BananaGOD worship channel,Warcraft III: The Frozen Throne,116,community
7/22/2016 13:55,5,Boardman,US,wingsofdeath,Playing some great champions in solo lanes with my new keyboard WOW!,League of Legends,115,community
6/29/2016 22:21,3,Boardman,US,blinkinfirefly,Playing Ukulele! ...and crying a little,Music,115,community
9/12/2016 14:02,1,Boardman,US,austenmarie,Monday Revlo Doodles- Traditional style!  #painting #watercolor #illustration #cartoon,Creative,115,community
6/20/2016 20:12,1,Boardman,US,datowl,holy tots its hot - HYNIPPLE SKYWARS,Minecraft,115,community
7/29/2016 12:40,5,Boardman,US,zoomaa,Wagers w/ FaZe ZooMaa,Call of Duty: Black Ops III,115,community
7/28/2016 6:07,4,Boardman,US,g96k,Dynamiq with subs,League of Legends,114,community
7/11/2016 3:24,1,San Francisco,US,geekandgamergirl,Pokemon GO is life,Gaming Talk Shows,114,community
6/9/2016 15:33,4,Boardman,US,joeneverfails,ROADHOG EX,Final Fantasy XIV: Heavensward,114,community
7/15/2016 17:08,5,Boardman,US,bl00d_thunder,DOOM || Any% SpeedRuns,Doom,114,community
8/24/2016 23:02,3,Boardman,US,eclipseaim,madden grind playing draft champions,Madden NFL 17,114,community
6/28/2016 21:35,2,Boardman,US,datowl,hi - MINEFLARE W/ VIEWERS,Minecraft,114,community
8/4/2016 6:01,4,Boardman,US,linkzr,"Creation LiNkzr Soloq´s, smurf: 81, main: 86",Overwatch,113,community
8/31/2016 11:07,3,Boardman,US,llamachomp,"Long War, Gauss Rush [409]",XCOM: Enemy Within,113,community
8/28/2016 9:39,0,Boardman,US,xflixx_teampokerstars,SPIN & GO SUNDAY SWEAT,Poker,113,community
8/19/2016 5:12,5,Boardman,US,orb,NURSE HANDING OUT MEDICINE | CHEERING ENABLED^__^v | NEA KARLSSON: https://youtu.be/xJ7MizBS7no,Dead by Daylight,113,community
7/7/2016 1:37,4,San Francisco,US,haunt_machine,NG+126! FIGHT CLUB,Dark Souls III,113,community
8/25/2016 16:50,4,Boardman,US,toddstevensmtg,4C Planeswalkers!!!!!,Magic: The Gathering,113,community
8/1/2016 14:16,1,Boardman,US,vman7,Rank ~75 Follow me @vmanseven,Overwatch,113,community
9/5/2016 13:54,1,Boardman,US,watchgirlsplay,Murder Monday with Stephanie (╯°□°)╯Giving Away 2 Copies of DBD,Dead by Daylight,113,community
6/3/2016 21:51,5,Boardman,US,femsteph,DayZ and Chill || Astro A40 TR Giveaway TOMORROW!,Gaming Talk Shows,112,community
9/17/2016 19:42,6,Boardman,US,goseigen,Hardcore Expert! https://docs.google.com/spreadsheets/d/1txPzL1YBaxgFQqnrmUHRftuFnvbIVQFn88zVEumDh8Q/edit#gid=0,Terraria,112,community
6/30/2016 12:07,4,San Francisco,US,jadejolie,Zombies Challenges with Viewers [PS4],Call of Duty: Black Ops III,112,community
8/31/2016 21:25,3,Boardman,US,holtzmann,Grinding class quests in mayhem.... and lunas.,Destiny,112,community
7/1/2016 16:18,5,San Francisco,US,merhcybruh,2v2 UMG Wagers!! (3-1) Giveaway @400 Followers!,Call of Duty: Black Ops III,112,community
7/18/2016 0:08,1,Boardman,US,soltek1h,"Battle Royale | Tanoa Hypee (971 solo wins) 6th in the World, Most points in BR Tourney | Winner of Quarterfinals!",Arma 3,111,community
7/30/2016 6:19,6,San Francisco,US,easybreezylive,IM 2EASY TRYOUTS RIGHT NOW!!!!,NBA 2K16,111,community
7/26/2016 20:11,2,Boardman,US,loriipops,Early Access // Have you taken your pills today?,We Happy Few,111,community
6/28/2016 17:24,2,San Francisco,US,imannoyinghuh1,2K COMMUNITY FUGAZY!!! !2K,NBA 2K16,111,community
9/4/2016 18:14,0,Boardman,US,thabeast721,8-0 Super Expert challenge (no skips) will the streak continue?,Super Mario Maker,110,community
9/1/2016 12:03,4,Boardman,US,sponsorius,Isigalioja alkoholio pardavinejimo apribojimas Kappa,World of Tanks,110,community
8/12/2016 23:33,5,Boardman,US,hashinshin,ONE MILLION JAX POINTS super best top hashinshin,League of Legends,110,community
8/16/2016 11:39,2,Boardman,US,parasitetv,coL Parasite CoD XP,Call of Duty: Black Ops III,110,community
7/21/2016 21:35,4,Boardman,US,datowl,ey lmay - Memeplex + Mineflare w/ Viewers,Minecraft,110,community
6/27/2016 18:53,1,Boardman,US,gladomer,Warrior WvW/PvP Roaming  come hang out,Guild Wars 2,110,community
6/22/2016 4:07,3,Boardman,US,hashinshin,Overwatch with Hashinshin! Until League comes back.,Overwatch,109,community
6/16/2016 3:09,4,Boardman,US,linvalin,#watercolour #cats #anime,Creative,109,community
8/11/2016 14:18,4,Boardman,US,boilerboy14,24-Hour Stream! (4-1) in BR !Savage,MLB The Show 16,109,community
7/31/2016 11:19,0,Boardman,US,aydren,1352 Wins - Sub Sunday 5's - Road to 500 Subscribers 404/500,H1Z1: King of the Kill,108,community
7/5/2016 16:18,2,Boardman,US,hollyylive_,NEW EMOTES!!! // WAGERS // @MWeSports,Call of Duty: Black Ops III,107,community
6/6/2016 19:01,1,Boardman,US,cursed__you,Cursed You -  Rebuild.,RuneScape,107,community
6/11/2016 12:42,6,Boardman,US,thenamesdandy,Party Takeovers - agar.io/#449ZN,Agar.io,107,community
6/19/2016 5:28,0,Boardman,US,zeroxmercy,Happy Fathers Day!!! I am your SON!! Lvl 1000,Call of Duty: Black Ops III,107,community
7/20/2016 20:58,3,San Francisco,US,hashinshin,SUPER BEST TOP HASHINSHIN PLAYS LEAGUE OF .... legends?,League of Legends,107,community
6/7/2016 19:49,2,San Francisco,US,xaryulol,"Xaryu | 7/8 Tourny NOW, lf new background!",Clash Royale,106,community
7/6/2016 18:15,3,Boardman,US,moho,Quality PvP + Pulling In Subs,DayZ,106,community
7/6/2016 4:21,3,Boardman,US,fezkanjou,Trying to win peoples tournaments - Come support,Clash Royale,106,community
6/27/2016 11:54,1,San Francisco,US,melynmeron,24 hour charity stream | Melyn | Masters Zyra only | [4-1] Unranked to diamond Zyra only (unless banned) | SM64 in queue | Save the Children,League of Legends,106,community
7/31/2016 12:11,0,San Francisco,US,livelyraccoon,BOMBERMAN MARATHON!  Bomberman 64: TSA Bad Ending Speedrun | !bomber for info,Bomberman 64: The Second Attack,106,community
7/1/2016 11:31,5,Boardman,US,alaughingpig,{ENG} NEW DLC'S far harbor- pickle piper pickle licker cheesy beeps,Fallout 4,106,community
6/6/2016 14:10,1,Boardman,US,launders,launders -boxr- #CSGO @botlaunders,,106,community
8/3/2016 12:52,3,Boardman,US,hey_jase,Rank 2 Overall | Slayer 166/200m |@Hey_Jase,RuneScape,106,community
8/10/2016 18:58,3,Boardman,US,boilerboy14,Baseballin'. BR (6-1),MLB The Show 16,105,community
6/3/2016 0:02,5,Boardman,US,snutzy,Snutz <Method> Last stream until Monday; Sub Giveaways @ 400 subs!,Overwatch,105,community
8/30/2016 11:23,2,Boardman,US,protech,#1 Random Team On All Servers,StarCraft II,105,community
7/9/2016 22:45,6,Boardman,US,datowl,LUL SCRUB SURVIVOR LUL,Dead by Daylight,105,community
6/29/2016 14:38,3,Boardman,US,deadpoolyplays,Dead by Daylight = Rage so lets get Youtube Famous! Sub Goal! : 77/100,Youtubers Life,105,community
6/4/2016 18:10,6,Boardman,US,lunargod,Journey to Mastery 7 Bard,League of Legends,105,community
9/8/2016 20:37,4,Boardman,US,adhdpotato,Freighting operations,EVE Online,105,community
8/22/2016 21:17,1,Boardman,US,jsmith84poker,IN THE MONEY - Ignition 10k GTD - $1800 up top!,Poker,105,community
8/28/2016 10:22,0,Boardman,US,kintinue,SundayFunday! Come join in the fun!,The Culling,105,community
8/20/2016 22:17,6,Boardman,US,rudeism,D.Va with Flight Sticks! Viewergames! | !gamerequest,Overwatch,104,community
8/30/2016 8:44,2,Boardman,US,lobosjr,WoW Legion launch | !schedule | !bits,World of Warcraft,104,community
9/12/2016 16:07,1,Boardman,US,librizzilol,Stress Testing The Compooter,Smash+Grab,104,community
6/8/2016 18:02,3,Boardman,US,vibelol,Day 64 / 100 - ROOT GAMING we're back!,StarCraft II,104,community
8/1/2016 17:18,1,Boardman,US,skybilz,SMB3 and Zelda (vanilla speedruns + rando),Super Mario Bros. 3,104,community
6/14/2016 17:03,2,Boardman,US,murda_tv,Trying Stuff,DayZ,104,community
7/20/2016 21:46,3,Boardman,US,omgbomber,WALKING AROUND AFTER HOURS!,Pokémon GO,104,community
7/8/2016 22:41,5,San Francisco,US,featuretv,Castor Troy Orgo RP | !donate !sub | !life 4 info,Arma 3,104,community
7/9/2016 23:14,6,San Francisco,US,coachwolfie89,GTA V bank heist with 5k world ranked Dinero Mobb and followers,Grand Theft Auto V,103,community
8/30/2016 22:39,2,Boardman,US,sickmotionlol,Teaching Toplane Commentary - New account ranked climb instructive commentary! - Come learn some stuff about things,League of Legends,103,community
6/6/2016 11:46,1,Boardman,US,smixxa,Happy Sweden Day! (Swedish National Day) (Playing Tyto Ecology),Steam Bandits: Outpost,103,community
7/13/2016 1:45,3,San Francisco,US,yosoykush,suh dude,Quiplash,103,community
6/24/2016 17:21,5,Boardman,US,celeste56,| Celeste | ━╤デ╦︻(▀̿̿Ĺ̯̿̿▀̿ ̿),World of Warcraft,103,community
6/13/2016 21:16,1,Boardman,US,quickreads,500k Wager vs Akg,Madden NFL 16,102,community
7/17/2016 7:23,0,Boardman,US,saywallahbruh,Trials Raffles with SayShmurdaHBruh !Raffle,Destiny,102,community
8/28/2016 12:14,0,Boardman,US,xsmak,Shooting stuff,Tom Clancy's Rainbow Six: Siege,102,community
8/4/2016 13:46,4,Boardman,US,zrozilacx,[PC] ay carumba,Overwatch,102,community
6/20/2016 11:06,1,Boardman,US,abelitetv,PLAYING WITH FOLLOWERS!,Counter-Strike: Global Offensive,101,community
9/14/2016 9:23,3,Boardman,US,gsmvoid,Japan stream!,Super Smash Bros. for Wii U,101,community
8/27/2016 6:03,6,Boardman,US,poshybrid,[ENG/EU/NA]  420 WN8 OVERALL  凸༼◉_◔༽凸  #TEAMNOSLEEP,World of Tanks,101,community
6/8/2016 15:12,3,Boardman,US,dizzydizaster,Hardcore / Expert / World Delete <-- Because regular Hardcore sucks,Terraria,101,community
7/15/2016 21:42,5,Boardman,US,coachwolfie89,!!!!!DLc MaDnE$$ Wth Dinero Mobb!!!!FOllow viewers can join СЛЕДОВАТЬ,Grand Theft Auto V,101,community
